Row_ID,Source_ID,DOI,Publication_year,First_author,Reference_title,Journal,All_authors,RIS_index,AgS,ReT,SA,Metal,AIC,Temp,pH,rpm,Adc,Qm,Aged condition,Solution- added agent,Study_ID,Study_ID_numeric,extreme_qm_flag,log_Qm,Temp_missing,pH_missing,rpm_missing,imputed_AIC,imputed_Temp,imputed_rpm,quality_score,quality_flags,quality_category
QMR296,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PS,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,10414.0,,,QMS026,26,True,9.250906333722844,0,0,0,0,0,0,80,extreme_qm,medium
QMR297,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Aged,PS,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,9263.0,,,QMS026,26,True,9.133783249254028,0,0,0,0,0,0,80,extreme_qm,medium
QMR298,QMS031,10.1002/tqem.22355,2024,"Saravanakumar, K.",Insights Into the Adsorption Behavior of Polyethylene Microplastics Towards Lead(II) Ions,Environmental Quality Management,"Saravanakumar, K.; Sathyamoorthy, M.; Prasad, D. M. R.; Prasad, B. S. N.; Senthilkumar, R.; Lakshmanarao, G.",24,Virgin,PE,,Pb (II),10.1,30.0,4.0,160.0,Single-ion,3690.0,,,QMS031,31,False,8.213381737034572,0,0,1,1,0,1,94,imputed_rpm;imputed_AIC,high
QMR299,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Virgin,PBAT,,Cu (II),5.1,25.0,,180.0,Single-ion,4680.0,,,QMS001,1,False,8.451053388911692,0,1,0,0,0,0,95,pH_missing,high
QMR300,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Virgin,PBAT,,Cu (II),10.1,25.0,,160.0,Mixed,4120.0,,,QMS001,1,False,8.323608442343572,1,1,1,1,1,1,86,imputed_rpm;imputed_AIC;imputed_Temp;pH_missing,high
QMR301,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Aged,PBAT,,Cu (II),5.1,25.0,,180.0,Single-ion,8990.0,Lab: (biofilm) real wastewater,,QMS001,1,True,9.103868127465667,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR302,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Aged,PBAT,,Cu (II),5.1,25.0,,180.0,Mixed,7180.0,Lab: (biofilm) real wastewater,,QMS001,1,True,8.87905466204227,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR303,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Aged,PBAT,,Cu (II),5.1,25.0,,180.0,Single-ion,1000.0,,,QMS001,1,False,6.907755278982137,0,1,0,0,0,0,95,pH_missing,high
QMR304,QMS001,10.1016/j.envpol.2024.125538,2025,"Chen, L.","Adsorption behavior of commercial biodegradable plastics towards pollutants during the biodegradation process: Taking starch-based biodegradable microplastics, oxytetracycline and Cu (II) as examples",Environmental Pollution,"Chen, L.; Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",59,Aged,PBAT,,Cu (II),5.1,25.0,,180.0,Mixed,1200.0,Lab: biodegraded MP,,QMS001,1,False,7.090076835776092,0,1,0,0,0,0,95,pH_missing,high
QMR305,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Virgin,PA,,Cu (II),10.1,25.0,,250.0,Single-ion,88.0,Lab: biodegraded MP,,QMS002,2,False,4.477336814478207,0,1,0,0,0,0,95,pH_missing,high
QMR306,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PA,,Cu (II),10.1,25.0,,250.0,Single-ion,964.0,Lab: distilled-water,,QMS002,2,False,6.871091294610546,0,1,0,0,0,0,95,pH_missing,high
QMR307,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PA,,Cu (II),10.1,25.0,,250.0,Single-ion,580.0,Lab: tap-water,,QMS002,2,False,6.363028103540465,0,1,0,0,0,0,95,pH_missing,high
QMR308,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PA,,Cu (II),10.1,25.0,,250.0,Single-ion,282.0,Lab: surface water,,QMS002,2,False,5.641907070938114,0,1,0,0,0,0,95,pH_missing,high
QMR309,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PA,,Cu (II),10.1,25.0,,250.0,Single-ion,1296.0,Lab: wastewater,,QMS002,2,False,7.16703787691222,0,1,0,0,0,0,95,pH_missing,high
QMR310,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Virgin,PLA,,Cu (II),10.1,25.0,,250.0,Single-ion,1443.0,,,QMS002,2,False,7.274479558773871,0,1,0,0,0,0,95,pH_missing,high
QMR311,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PLA,,Cu (II),10.1,25.0,,250.0,Single-ion,2318.0,Lab: distilled-water,,QMS002,2,False,7.748460023899697,0,1,0,0,0,0,95,pH_missing,high
QMR312,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PLA,,Cu (II),10.1,25.0,,250.0,Single-ion,1158.0,Lab: tap-water,,QMS002,2,False,7.05444965813294,0,1,0,0,0,0,95,pH_missing,high
QMR313,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PLA,,Cu (II),10.1,25.0,,250.0,Single-ion,1207.0,Lab: surface water,,QMS002,2,False,7.095893221097532,0,1,0,0,0,0,95,pH_missing,high
QMR314,QMS002,10.1016/j.envres.2025.121169,2025,"Dai, H.",Biofilm colonization on non-degradable and degradable microplastics change the adsorption of Cu(II) and facilitate the dominance of pathogenic microbes,Environmental Research,"Dai, H.; Zhong, Y.; Xiang, S.; Dong, S.; Chen, S.",57,Aged,PLA,,Cu (II),10.1,25.0,,250.0,Single-ion,504.0,Lab: wastewater,,QMS002,2,False,6.222576268071369,0,1,0,0,0,0,95,pH_missing,high
QMR315,QMS013,10.3390/w17010074,2025,"Jiang, H.",Competitive Adsorption Studies of Cd(II) and As(III) by Poly (Butylene Succinate) Microplastics: Based on Experimental and Theoretical Calculation,Water (Switzerland),"Jiang, H.; Ding, Z.; Lei, X.; Li, X.; Que, S.; Zhou, J.; Tang, J.; Huang, Y.; Sun, D.",44,Virgin,PBS,,Cd (II),23.0,25.0,,200.0,Single-ion,2997.0,,,QMS013,13,False,8.005367067316664,0,1,0,0,0,0,95,pH_missing,high
QMR316,QMS013,10.3390/w17010074,2025,"Jiang, H.",Competitive Adsorption Studies of Cd(II) and As(III) by Poly (Butylene Succinate) Microplastics: Based on Experimental and Theoretical Calculation,Water (Switzerland),"Jiang, H.; Ding, Z.; Lei, X.; Li, X.; Que, S.; Zhou, J.; Tang, J.; Huang, Y.; Sun, D.",44,Virgin,PBS,,As (III),23.0,25.0,,200.0,Single-ion,2606.0,,,QMS013,13,False,7.8655717576847906,0,1,0,0,0,0,95,pH_missing,high
